,name,rating,lastSeen,publicKey,#products,#Deals,parsingDate
0,BonnieNClyde,5.00,Registered 9 months              0 days,,33,200~300,2014-11-21
1,HumboldtFarms,4.92,Registered 3 months              0 days,,29,300~500,2014-11-21
2,DeWeed,4.91,Registered 6 months              0 days,,3,70~100,2014-11-21
3,MITAK,5.00,Registered 1 months              1 days,,14,10~15,2014-11-21
4,cossacks,4.98,Registered 8 months              0 days,,3,500~1000,2014-11-21
5,Comebackhaze48,4.90,Registered 6 months              0 days,,29,70~100,2014-11-21
6,Top_Gear_UK,4.848,Registered 9 months              0 days,,37,1000+,2014-11-21
7,HappyHippy2.0,4.98,Registered 9 months              0 days,,27,200~300,2014-11-21
8,xinhai,4.970,Registered 9 months              0 days,,11,1000+,2014-11-21
9,CashCo,5.00,Registered 9 months              0 days,,9,100~150,2014-11-21
10,indianpilldaddy,5.00,Registered 9 months              0 days,,117,100~150,2014-11-21
11,OzVEGAS,,Registered 2 days              0 days,,5,0,2014-11-21
12,TestSubject,5.00,Registered 9 months              0 days,,3,55~70,2014-11-21
13,Perron,5.00,Registered 2 months              0 days,,31,300~500,2014-11-21
14,GoingPostal,4.972,Registered 11 months              0 days,,98,1000+,2014-11-21
15,MrKidX,5.00,Registered 6 months              0 days,,14,25~40,2014-11-21
16,OzAlpha,4.99,Registered 9 months              0 days,,35,200~300,2014-11-21
17,purebase,4.85,Registered 5 months              0 days,,15,200~300,2014-11-21
18,AmsterdamExport,5,Registered 8 days              0 days,,4,3~5,2014-11-21
19,Meds2Buy,5.00,Registered 5 months              0 days,,82,25~40,2014-11-21
20,Fire_Fire,4.98,Registered 8 months              0 days,,7,300~500,2014-11-21
21,babykale420,4.98,Registered 9 months              0 days,,17,150~200,2014-11-21
22,bostongeorge14,4.96,Registered 2 months              0 days,,29,300~500,2014-11-21
23,sereal,4.98,Registered 11 months              0 days,,35,100~150,2014-11-21
24,ShopAgent,4.88,Registered 7 months              1 days,,58,100~150,2014-11-21
25,T5_NBOMe,3.92,Registered 9 months              0 days,,29,25~40,2014-11-21
26,blow,4.75,Registered 4 months              0 days,,20,100~150,2014-11-21
27,Mpower,4.72,Registered 2 months              0 days,,53,100~150,2014-11-21
28,Eos,4.98,Registered 10 months              5 days,,11,300~500,2014-11-21
29,chipzahoy,4.98,Registered 5 months              0 days,,43,300~500,2014-11-21
30,theblossom,5.00,Registered 8 months              0 days,,25,150~200,2014-11-21
31,BurmaImports,4.94,Registered 1 months              0 days,,3,70~100,2014-11-21
32,NordicShrooms,4.99,Registered 9 months              0 days,,2,100~150,2014-11-21
33,dirt_cheap_china,5,Registered 1 months              0 days,,34,1~2,2014-11-21
34,InsideTheWhale,4.99,Registered 7 months              0 days,,107,200~300,2014-11-21
35,ladyskywalker,5.00,Registered 4 months              0 days,,6,200~300,2014-11-21
36,AL-LADin,5.00,Registered 4 months              0 days,,8,55~70,2014-11-21
37,Quantum.Black.Widow,4.93,Registered 8 months              0 days,,31,300~500,2014-11-21
38,OISG,4.95,Registered 2 months              0 days,,11,40~55,2014-11-21
39,sweshroom,4.96,Registered 9 months              0 days,,35,70~100,2014-11-21
40,etimbuk,4.68,Registered 11 days              0 days,,140,40~55,2014-11-21
41,Hollands-Best,4.83,Registered 6 months              0 days,,55,200~300,2014-11-21
42,AtomicLove,5.00,Registered 1 months              0 days,,8,100~150,2014-11-21
43,SW_Psychedelics,5.00,Registered 1 months              0 days,,4,25~40,2014-11-21
44,RealDope,4.90,Registered 5 months              1 days,,6,300~500,2014-11-21
45,Cannaseed,4.83,Registered 9 months              0 days,,3,10~15,2014-11-21
46,starrynight,4.95,Registered 9 months              0 days,,20,300~500,2014-11-21
47,Mephman,5.00,Registered 4 months              0 days,,15,300~500,2014-11-21
48,HumboldtsFinest,4.988,Registered 11 months              0 days,,3,1000+,2014-11-21
49,OpenSource,5.00,Registered 11 months              4 days,,2,100~150,2014-11-21
50,Angelina,4.891,Registered 9 months              0 days,,21,500~1000,2014-11-21
51,panacea,4.937,Registered 4 months              0 days,,12,500~1000,2014-11-21
52,rainbowbear,4.97,Registered 9 months              0 days,,16,150~200,2014-11-21
